,job_title,frequency,job_category
158719,Waitress ,1,waitron
158718,Child and care work,1,childcare
158717,Student Learning Facilitator ,1,facilitator
158716,Financial Services Specialist ,1,finance
158714,Deli Assitant,1,food preparation
158707,Graduate trainee ,1,Unclassified
158713,INTERNAL SALES PERSON,1,intern
158712,Education  assistant and general assistant ,1,education assistant
158711,Administrative Assistant ,1,admin assistant clerk
158710,Doing Sales in motor spares,1,sales assistant
158709,Teacher Assistant,1,tutor
158708,Glass,1,Unclassified
158760,Assistant Educator ,1,Unclassified
158761,Teacher,1,tutor
158762,information technology intern,1,intern
158763,Educational Assistant ,1,education assistant
158814,Bar man,1,Unclassified
158813,Forklift operator,1,Unclassified
158812,Sales Agent,1,sales assistant
158811,data scientist intern,1,intern
158810,Teachers assistant,1,tutor
158809,Development  loan officer,1,Unclassified
158808,cleaning,1,cleaner
158807,General Assistant ,1,education assistant
158806,Chef,1,food preparation
158805,Peer Navigator,1,Unclassified
158804,Educators assistant,1,education assistant
158803,Telesales,1,sales assistant
158802,General Worker,1,general worker
158801,Internship Provision for institutions,1,intern
158800,Gardening ,1,Unclassified
158815,Community health care worker,1,caregiver
158816,Sales and marketing ,1,sales assistant
158817,Head cook ,1,food preparation
158826,Assistant Educator,1,Unclassified
158834,Packer ,1,picker packer
158833,Development facilitator,1,facilitator
158831,SECURITY guard ,1,security
158830,Teller,1,cashier
158828,Earth moving equipment mechanic apprentice,1,maintenance
158827,Cashier ,1,cashier
158825,Screener,1,covid19 screener
158818,RESTURENTI,1,Unclassified
158824,Manager executive office,1,manager
158823,Retail,1,sales assistant
158822,Hairstyle,1,Unclassified
158821,Call Center Agent ,1,call centre agent
158820,Football Coach,1,Unclassified
158819,Assistant chef,1,food preparation
158799,Crew trainer,1,Unclassified
158798,Customer Service Agent ,1,call centre agent
158797,Sales consultant ,1,sales assistant
158771,Receptionist,1,receptionist
158777,Trainee electrical ,1,maintenance
158776,CSA,1,Unclassified
158775,Cooking ,1,food preparation
158774,Load Controller ,1,Unclassified
158773,Fraud detection consultant ,1,advisers/consultants
158772,Electrical Artisan,1,maintenance
158770,Teacher's assistant ,1,tutor
158779,Team Coach,1,Unclassified
158769,Class issistent,1,Unclassified
158768,Young brigget,1,Unclassified
158767,Controller ,1,Unclassified
158766,Administration Clerk,1,admin assistant clerk
158765,Assistants teacher ,1,tutor
158764,General Employee,1,Unclassified
158778,Assistant educator,1,Unclassified
158780,Engineering Assistant,1,Unclassified
158796,Office Administrator ,1,admin assistant clerk
158789,Fruit and Veg Supermakert,1,Unclassified
158795,Civil technician ,1,Unclassified
158794,Assistant machine operator ,1,machine operator
158793,Ecd practitioner,1,childcare
158792,Packer,1,picker packer
158791,Cleaner,1,cleaner
158790,Jr neat,1,Unclassified
158788,Engineer ,1,Unclassified
158781,Spare part sales,1,sales assistant
158787,Call centre agent  debt collector ,1,call centre agent
158786,Sales agent ,1,sales assistant
158785,Micro stores,1,sales assistant
158784,Technical support,1,Unclassified
158783,Screening ,1,Unclassified
158782,Data capturer,1,data capturer
154317,School Assistant as a General worker ,1,education assistant
154315,Junior process analyst,1,Unclassified
153702,Assistant teacher ,1,tutor
153893,Education assistant ,1,education assistant
153909,Packer,1,picker packer
153908,Agent,1,Unclassified
153907,Support Engineer ,1,Unclassified
153906,Health sales intern,1,intern
153905,Education Assistant ,1,education assistant
153904,Youth development learner,1,Unclassified
153903,Teacher assistant,1,tutor
153902,Junior admin assistant ,1,admin assistant clerk
153901,Education Assistant,1,education assistant
153900,intern,1,intern
153899,Teacher's assistant ,1,tutor
153898,Education Assistant,1,education assistant
153897,Restaurant supervisor,1,manager
153896,General assistant,1,education assistant
153895,Assistant teacher,1,tutor
153910,Teachers assistant ,1,tutor
153911,Consutant,1,Unclassified
153912,School assistant ,1,education assistant
153921,Admin Clerk,1,admin assistant clerk
153928,Telemarketing ,1,Unclassified
153926,Teachers Assistant ,1,tutor
153925,Educator's assistant,1,education assistant
153924,Educator Assistant,1,education assistant
153923,support Management,1,Unclassified
153922,Education assistant,1,education assistant
153920,Educator Assist ,1,education assistant
153913,Therapist ,1,Unclassified
153919,Educator's assistant ,1,education assistant
153918,TymeBank Ambassador ,1,brand promoter
153917,Covid19 brigade,1,covid19 screener
153916,Education Assistant,1,education assistant
153915,Shop assistant ,1,sales assistant
153914,Credit consultant,1,it technician
153894,Education Assistant,1,education assistant
153892,Assistant Educator,1,Unclassified
153930,General assistant,1,education assistant
153891,Teacher assistant ,1,tutor
153870,General woker,1,general worker
153869,Sales agent ,1,sales assistant
153868,Admin,1,admin assistant clerk
153867,Education Assistant ,1,education assistant
153866,Sales assistant ,1,sales assistant
153865,School assistant,1,education assistant
153864,Customer service consultant ,1,call centre agent
153863,Enrolled Nurse ,1,Unclassified
153862,Bookmaker clerk,1,admin assistant clerk
153860,Maintenance operator ,1,maintenance
153859,Store associator,1,sales assistant
153858,Reading coach ,1,Unclassified
153857,Marchandise,1,Unclassified
153856,Stockroom assistant ,1,stockroom assistant
153855,Teacher,1,tutor
153871,Admin assistant ,1,admin assistant clerk
153872,Educator Assistant ,1,education assistant
153873,General Administrator ,1,admin assistant clerk
153883,Educator assistant ,1,education assistant
153889,Information Technology in Telecommunications,1,Unclassified
153888,Education Assistant,1,education assistant
153887,Handyman,1,maintenance
153886,Finance clerk,1,admin assistant clerk
153885,School assistant,1,education assistant
153884,Fieldmarkerter,1,Unclassified
153882,Brand Sales Specialist ,1,sales assistant
153874,Educator assistant ,1,education assistant
153880,Till Packer,1,cashier
153879,Call center ,1,call centre agent
153878,Education Assistant,1,education assistant
153877,Teacher's assistant,1,tutor
153876,Social Auxiliary Worker,1,Unclassified
153875,mechanical intern,1,intern
153929,Teaching Assistant,1,tutor
153931,Administration Assistant Intern,1,intern
154008,education assistant,1,education assistant
153969,Security guard ,1,security
153986,Educators assistant ,1,education assistant
153985,Educators assistant ,1,education assistant
153984,Custoner service representative,1,brand promoter
153983,Teacher's Assistant ,1,tutor
153982,Education assistant,1,education assistant
153981,Administration,1,admin assistant clerk
153980,Educator assistant ,1,education assistant
153979,Educational Assistant,1,education assistant
153978,Education Assistant,1,education assistant
153977,Educator Assistant ,1,education assistant
153976,Assistant teacher ,1,tutor
153974,Education Assistant,1,education assistant
153973,Education assistant ,1,education assistant
153972,General worker and Admin,1,admin assistant clerk
153971,Reciptionist ,1,Unclassified
153987,SASAMS ASSISTANT,1,Unclassified
153988,Assistant teacher,1,tutor
153989,Mathematics Educator,1,Unclassified
153998,Edutional assistance ,1,Unclassified
154005,Educator's Assistant ,1,education assistant
154003,Educational assistant,1,education assistant
154002,General Assistant,1,education assistant
154001,Intern,1,intern
154000,Assistant teacher,1,tutor
153999,School General Admin Assistant,1,admin assistant clerk
153997,Administration/ Line check/ General ,1,admin assistant clerk
153990,Replineshment,1,Unclassified
153996,Operations services ,1,Unclassified
153995,GSA,1,education assistant
153994,social worker intern,1,intern
153993,Checkout assistance,1,Unclassified
153992,Sorter ,1,Unclassified
153991,Shop Assistant,1,sales assistant
153970,Educational assistant ,1,education assistant
153968,Teachers Assistant,1,tutor
153932,Education Assistant ,1,education assistant
153967,Admin,1,admin assistant clerk
153947,Educator Assistant,1,education assistant
153946,Assistant Educator ,1,Unclassified
153945,Administration clerk ,1,admin assistant clerk
153944,Telesales ageny,1,sales assistant
153943,Educare teacher ,1,tutor
153942,Internship Digital Artists,1,intern
153941,Data capturer,1,data capturer
153940,Retail,1,sales assistant
153939,Senior Accounting Clerk,1,admin assistant clerk
153938,SCHOOL ASSISTANT,1,education assistant
153937,Education Assistant ,1,education assistant
153936,General Assistant,1,education assistant
153935,Call Centre agent,1,call centre agent
153934,Educators assistant ,1,education assistant
153933,Assistant teacher PEIP,1,tutor
153948,Assistant Cashier ,1,cashier
153949,Bursary Clerk Assistant,1,admin assistant clerk
153950,Ward hostess,1,Unclassified
153959,Call center agent,1,call centre agent
153966,Intern clerk ,1,intern
153965,Teacher Assistant volunteering ,1,tutor
153964,Assistance teacher,1,tutor
153963,Reading champion and library Assistant,1,Unclassified
153961,EPWP student worker,1,Unclassified
153960,LEARNERSHIP ,1,learnership
153958,Teacher assistant,1,tutor
153951,Teacher assistant,1,tutor
153957,Education assistant,1,education assistant
153956,Transmission Engineer ,1,Unclassified
153955,Finance Intern,1,intern
153954,PYEI Teachers Assistant,1,tutor
153953,Debt collector,1,Unclassified
153952,Receptionist ,1,receptionist
153854,Site operator,1,Unclassified
153853,Education assistant ,1,education assistant
153852,Educator Assistant,1,education assistant
153739,Cleaner,1,cleaner
153755,Chef,1,food preparation
153754,Education Assistant,1,education assistant
153753,Teaching assistant ,1,tutor
153752,Assistant Administrative officer,1,admin assistant clerk
153751,Teacher Assistant,1,tutor
153750,Eduction assistant,1,Unclassified
153749,Education Assistant ,1,education assistant
153748,General worker,1,general worker
153747,Teacher Assistance ,1,tutor
153746,Jit operatir,1,Unclassified
153745,Education Assistant ,1,education assistant
153744,School General Assistant ,1,education assistant
153743,Education assistance ,1,education assistant
153742,General Assistant,1,education assistant
153741,Student,1,Unclassified
153756,Health and safety,1,Unclassified
153757,Security guards ,1,security
153758,Administration ,1,admin assistant clerk
153767,Covid 19 Screener ,1,covid19 screener
153773,General assistant,1,education assistant
153772,assistant pa,1,Unclassified
153771,Administration Clerk ,1,admin assistant clerk
153770,RF technician,1,Unclassified
153769,Educational assistant ,1,education assistant
153768,Assistant,1,Unclassified
153766,Call Centre agent,1,call centre agent
153759,Water process controller ,1,stockroom assistant
153765,Customer Service Agent,1,call centre agent
153764,Teaching Assistant,1,tutor
153763,Administration assistant ,1,admin assistant clerk
153762,Administrator,1,admin assistant clerk
153761,Teaching Assistant,1,tutor
153760,Retailer ,1,sales assistant
153740,Teaching Assistant,1,tutor
153738,Assistant Teacher ,1,tutor
153850,Education assistance ,1,education assistant
153737,General school assistant ,1,education assistant
153717,Educational Assistant ,1,education assistant
153716,Customer service agent ,1,call centre agent
153715,Educational assistance ,1,education assistant
153714,Admin clerk,1,admin assistant clerk
153713,Internship ,1,intern
153712,Screeners,1,covid19 screener
153711,District Intern ,1,intern
153710,Petrol attendant ,1,petrol attendent
153709,Intern,1,intern
153708,Safety representative,1,brand promoter
153707,Teachers assistance ,1,tutor
153706,Educator Assistant,1,education assistant
153705,Promoter,1,brand promoter
153704,Patient tracer,1,Unclassified
153703,Advisor,1,advisers/consultants
153718,Education assistant,1,education assistant
153719,ICT Technician intern,1,intern
153721,Debt Collector,1,Unclassified
153730,Agricultural,1,Unclassified
153736,Medical Sales Representative Learner,1,sales assistant
153735,General Assistant,1,education assistant
153734,Salesman ,1,sales assistant
153733,Health Safety and Environment,1,Unclassified
153732,Admin officer,1,admin assistant clerk
153731,Admin clerk,1,admin assistant clerk
153729,Teaching Assistant,1,tutor
153722,Education assistant ,1,education assistant
153728,IT student,1,Unclassified
153727,Teacher assistant,1,tutor
153726,Education Assistant,1,education assistant
153725,call centre agent ,1,call centre agent
153724,Sales Rep,1,sales assistant
153723,Technician,1,Unclassified
153774,Ward clerk ,1,admin assistant clerk
153775,Educational Assistant ,1,education assistant
